
Pathwayname ECID Probeset AGI c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19 c20 c21 c22 c23 c24 c25 c26 c27 c28 c29 c30 c31 c32 c33 c34 c35 c36 c37 c38 c39 c40 c41 c42 c43 c44 c45 c46 c47 c48 c49 c50 c51 c52 c53 c54 c55 c56 c57 c58 c59 c60 c61 c62 c63 c64 c65 c66 c67 c68 c69 c70 c71 c72 c73 c74 c75 c76 c77 c78 c79 c80 c81 c82 c83 c84 c85 c86 c87 c88 c89 c90 c91 c92 c93 c94 c95 c96 c97 c98 c99 c100 c101 c102 c103 c104 c105 c106 c107 c108 c109 c110 c111 c112 c113 c114 c115 c116 c117 c118
Citratecycle(TCAcycle) 1.1.1.37 249147_at AT5G43330 1437.4 1195.2 13315.2 1066.9 1700.3 979.1 1156.1 977.4 998.1 883.9 1011.8 878.4 1016.4 1024.8 1347.5 1301.4 1085 1307.8 1429.6 1489.3 1312.9 1580.3 899 756.5 1105.3 866.3 1119 2449.7 1292.8 1239.8 2773.3 3451.1 3281 2498.7 3280.8 3895.8 2405.2 3187.4 3242.1 2987.6 2645.3 2659.7 1919.7 2707.7 2153.4 2727.6 3187.6 3826.6 4042.3 3976.7 3701.4 4195.7 5610.5 5349.5 3309.5 2586.8 1516.1 1238.4 1775.3 1590.5 1127.5 1373.9 1515.4 1309.6 796.9 1311.7 870 498.9 555.6 1341.5 1324.9 1299.4 1071.5 963.6 842 883.4 908.6 832.2 889.3 897 865.2 1724 1107.7 1348.1 1165 1743.1 1403.7 1112.5 1133.9 816.2 1261.3 869.6 604.2 1610.7 1955.7 710.3 980.8 1609.7 759.3 706.3 632.7 1138.2 1916.5 1522.5 896.9 1074.6 1415.9 935.7 760.9 1089.1 702 816.7 744.4 1110 770.3 686 765.9 512.7
Citratecycle(TCAcycle) 1.1.1.37 252407_at AT3G47520 5454.5 4101.4 7233.2 4674.6 6436.9 3290.5 6646.2 3990.8 3129.8 2504.6 2738.1 3482.9 2749.2 5967.8 4200.2 4651.7 4140.4 3711.7 4068.9 4560.4 4529.8 4774.7 2871.6 3006.1 3830.3 2937.2 4171.2 6034.1 6664.9 7777.9 3359.2 7323.5 3501.1 3425.9 6282.9 3824 3654.8 5973.7 3569.7 3874.6 6572.5 3756.3 3493.3 3964.1 3989.4 4229.5 3971.8 5328.2 4929 5095.7 5464.1 3675 4837.4 5083.4 3882.9 3995.7 3605.4 3189.6 3543 3434.9 3295.8 3286.5 3581.9 3192.8 3738.7 4220 4311.9 3045.5 3515.2 4389.6 5064.6 4694.1 4117.5 3840.6 3572.3 3855.7 3486 3182.9 3482.9 3091 3179.5 2911.8 2978.1 2265.3 2328.3 3254.6 1858.4 3010.8 3009.5 2575.1 2733.8 2504.4 3462.9 7547.4 5779 4966.8 4578.5 6643.8 3745.7 3035.6 3815.4 5275.3 6449.6 6836.3 2803.7 5092.2 4976.4 4005.1 3478 5766.7 4766 2679.8 3074.4 5154.4 2500 3634.7 4380.1 2673.1
Citratecycle(TCAcycle) 1.1.1.37 257213_at AT3G15020 763.6 603.8 2121.2 809.2 729.2 1043.2 1216 1086.6 845.8 917.7 630.2 797 601.8 980.1 1592.1 1339.7 1422.5 1369.5 1347.3 1377.6 1144.8 1206 643.1 395.1 541.5 404.5 1363.5 2517.9 1156.6 1270.9 1070.3 2040 1220.3 1329.3 1658.1 1070.1 1210.1 1600.5 1266.1 1528.6 1539.3 1117.7 676.7 1042.1 849.7 1165.5 1118.2 2334.7 929 961.7 1226 1319.1 1127 1492.5 1103.6 914.4 945 1067.8 978.4 893 1054.4 1229.1 858.9 741.3 1365.2 904.4 826.3 498 475.6 945.9 969 938.5 854.7 416.8 488.3 378.6 405.4 361 281.5 324.2 234.9 506.1 479.7 184.4 275.1 578 511.8 244.4 448.6 306.9 403.1 355.4 611.5 2472.9 2138.8 1205.3 1052.3 2078.2 1241.6 635.7 917.7 785.7 2625.3 2306.3 724.8 1335.4 1592.8 868 548.2 695.3 1285.6 594.8 440.5 1600.8 591.6 592 1291.1 539.8
Citratecycle(TCAcycle) 1.1.1.37 260615_at AT1G53240 11795.8 9712.1 17736.4 13330.1 12949.3 10334.2 10935.5 10776.8 14691.9 7874.7 7211.7 9837.9 10691.8 10608.1 10775.3 10907.4 9053.2 9841.7 9998.3 10684.6 9770.8 11035 7459.9 4353.1 4498.3 3937.2 9408 14542.4 10972.7 10471.3 5595.1 15557 5411 5650.5 15898.7 6617.8 5958.6 14883.8 6659.5 6450.6 15230.1 8641.9 4097.7 9446.6 12505.4 12049.8 12292.7 16041.6 10527 11376.5 13704.7 7648.2 10776.4 12432.2 6460.7 9857.8 8691.9 8986.8 9521.1 8284.1 9787.6 10648.5 9292.7 10533.5 11274.6 4726.8 6803.6 7173.5 6350.6 8930.9 9395.4 8800.1 7932.9 7612.4 7694.3 7866.9 7625.1 5052 5075.7 6205.1 6267.9 5921.6 6475 3724.9 3110.5 7401.6 3545.1 3640 6429.5 3114.4 3548.7 3845.2 7303.5 13950.3 14216.5 10758.5 10364.8 11131.9 11398 5856.5 7819.9 11436.5 17033 12505.4 7411.8 11069 8282.9 8547.9 4493.1 10511.6 15564 7335.9 4285.7 9400.9 7310.5 6119.1 13335.6 7170
Citratecycle(TCAcycle) 1.1.1.37 263663_at AT1G04410 21991.6 20789.6 14291 15893.5 21882.1 25763.4 20432.5 30883.2 28466.2 32005.4 23240.8 29044.8 22377.8 19822.8 27478.6 24728.9 26750.5 28363.7 27357.8 28587.1 29113 28794.4 20120.3 20792.4 17283.4 21129.5 30535.9 35512 18195.2 20896.7 37889.8 29000.2 36201.8 36270.6 31587.6 37712.6 34082.5 27810.7 30340.1 33676.9 29788.4 33412.5 28269.6 26328.1 28461 32789.7 28760.7 36142.6 36450.3 33811.2 32376.6 20711.7 32312.1 31518.2 27857.2 25242.8 24566.7 30463.6 25604.8 25894.8 26277.1 32211 27065.9 26491.6 27880.7 23127.2 17236.2 18762.5 22209.7 24693.6 22141.1 19185.5 19529.4 28578.5 27110.9 24556.4 25490.8 25237 23381.4 23986.5 23337.1 21386.2 19532.3 27749.3 24169.7 21926.7 21588.4 23933.9 19652.8 22018.6 20653.9 17217.3 19310.6 22919.4 21327.4 20352.7 27012.2 27674.1 21735.7 27447.1 22370.2 19247.8 21263.7 20913 16855.7 24713.9 26012.8 21482.2 24971.1 21041.8 28572.3 22263.9 22239 21814.8 24463 22673.7 28048.6 28220.6
Citratecycle(TCAcycle) 1.1.1.41 250197_at AT5G14590 1345.2 1343.7 6949.2 1208.4 1850.1 2114.2 1779.6 1837.3 2247.2 2556.6 2194.6 1745.8 2119.9 1656.9 1654.7 1791.3 1339.8 1281 1772.7 1785.7 1963.7 2222.6 1676.9 1931.3 1646.3 1762.9 3961.1 4427.4 3004.2 3026.2 1938.2 2961.6 1689.6 1906.5 2510.3 2093.5 1733.2 2865.9 1712.3 2151.5 2992.9 2304.7 2122.8 2430.3 1731.7 2495.1 2430.9 2841.4 2883.3 2920.1 2627.8 3032.5 3255.7 3621.6 1787.2 2139.9 1637.5 1998.8 1362.2 1755.3 1636.9 2184.5 1422.5 1350.7 1926.6 878.5 327.1 694.4 886.3 1912.9 1976.9 2067.9 1862.1 1632 1560.3 1558.9 1430.3 1346.2 1271.3 1410 1364 1372 1693.4 1907.5 1279 1986.1 1396.6 1172.1 1331.3 1366.6 1061.9 1016.7 1967.4 2387.5 1683.3 2245.2 1537 3234.8 2355.6 1927.8 2304.9 1600.7 2329.4 2441.7 2412.7 1667.4 2609.8 2314.2 2308.6 1402.6 2857.9 1667.4 2616.7 2500.7 1398.7 2274.9 2032.6 2046.3
Citratecycle(TCAcycle) 1.1.1.41 253196_at AT4G35260 2553.9 2354.7 3354.2 1397.7 2661.2 2954.2 1957.4 2333.8 2298.9 3801.2 2493.9 2239.6 2686.9 1951.1 2837.3 3311.1 3382.9 3081.5 2892.9 2846 2629.2 3049.7 1604.1 1894.8 2393.3 1605.4 5047.6 6435.7 4427.5 4348.3 3585.4 3344.8 3259.9 3174 3141.4 3067.8 3150.4 3209.3 3666.9 4089.8 2906 3231.8 2416.8 2345.2 2190.9 3377.7 3000.3 3642.9 2770 2835.4 2713.5 2382.2 2803.8 3230.4 3676.4 2561.3 2304.5 2665.7 2629.6 2186.9 2585.8 2634 2081.8 2790.7 2790.8 1381.1 566.4 1059.2 1202.5 2031.1 2074 1953.5 1831.6 1439.8 1639.1 1596.2 1504.2 1570.5 1497.8 1320.3 1382.1 1267.7 1480.8 1335.4 1460.6 1593.5 1595.4 1415.7 1682.1 1462 1478.9 1192.1 2207.6 3556 2746.9 2584.5 2248.8 3110.2 2621 3636.3 2694.9 2331 3556.2 3433.6 2894.4 2679.4 2555.5 3022.3 3997.7 2062.1 2777.5 2656.6 3341.1 2878.5 2726.9 2877.8 3237.2 2919.7
Citratecycle(TCAcycle) 1.1.1.41 258655_at AT3G09805 981.9 814.1 2198.5 844.5 1024.5 670.8 433.5 465.4 761.5 1232.1 487.9 428.8 1141.8 555.1 1097.4 1228.8 1379.7 1529.1 1160 1098.7 941.5 1093.8 354.6 361.6 610.9 591.9 2511.7 2253.9 1744 1696.3 1503.9 1142.1 1457.1 1345.8 1197.1 1178.9 1510.6 1195 1432 1901.1 1068.8 1482.1 995.9 598.8 788.5 1059.4 1026.2 1239.1 1040.8 1067.8 1074.2 716 996.6 1166.7 1083.7 731.5 985.6 1402.4 1259.1 1025.9 1227.6 1366.1 917.2 1105.7 1080.3 1599.3 1179 935 766.1 1201.7 1275.7 1083.1 1041.8 580.6 617.9 652.1 522.4 512.7 481.1 520.9 559.4 893.3 771.9 853.9 621.1 609.4 579.3 601.4 636.1 350.6 530.2 405.5 709.5 1634.9 1101.2 1203.2 1012.1 1382.9 834.9 1010 798.9 1012.7 1282 1770 796.7 1105.4 1380.4 823.1 1293.3 571.5 958.3 537.6 693.1 1168.8 710.3 794.7 1473.6 973.8
Citratecycle(TCAcycle) 1.1.1.41 261920_at AT1G65930 28787.3 30837 11428.2 8615.5 16802.5 15584.4 8107.4 13793.9 15757.4 13187.8 10119.3 12733.7 7345.6 8232.2 19227.7 15472.8 19856.8 21069.2 20961.2 18042.6 19467.5 17294.5 12836.4 13572.8 11168.8 12834.2 14567 17020.5 9191.7 8062.4 23479.5 16221.9 21098.3 20697.5 17807.5 21729.5 21876.5 17535.3 18562.4 22902.3 18911.5 20672.3 21582.5 16931.1 18923.6 18549.5 18232.2 19218.1 19823.5 20170.4 18425.7 14996 19462.9 19790 15125.9 17827.9 17181.5 16364.3 16696 18988.1 21327.8 25617.4 17977.8 15753.5 23069.8 14551.5 9006.8 9103.1 8997.7 20071.6 19402.4 17170.8 16132.1 20422.4 19845.9 19467.4 19917.5 16247.1 15130.6 18256.4 17759.5 16255 16968.1 21540.3 12677.2 16105.6 10570.4 25111.9 14982.9 23455.5 13351.8 12735.2 8774.9 11203 12910 18136.3 30195.4 20635.9 13683.4 17259.7 13493.1 28110.1 9104.7 10074.7 12255.6 28890.8 19415.1 15555.5 12375.4 28070.9 26183.6 13123.4 15925.7 15091.3 14113.7 13516.7 19903.6 17339.9
Citratecycle(TCAcycle) 1.1.1.41 262962_at AT1G54340 695.1 527.5 789.4 316.5 590.6 555.2 431.2 606.9 474.2 763.7 673.1 523.3 406.3 329.5 416.3 638.3 454.3 483.2 541.3 589.6 481.3 487.8 571 697.9 425 405.4 1531.5 1339.6 436.2 526.4 883.8 867.9 951.3 818.8 811.8 731.6 900.2 770.8 905.4 924.8 828.7 1015.7 932.5 882.4 560.7 1018.9 791 1124.1 915.4 1017 846.3 1123.1 1337.9 1254 934 756.8 532 410.5 486.2 397.9 449.1 519.6 388.2 362.4 556.2 415.9 300.6 260.7 420.3 641.3 724 619.5 683.8 500.9 491.8 561.5 521.6 534.6 560.7 462 430.1 763.3 663.2 883.5 517.9 735.6 688.8 625.1 657.4 472.2 540.8 457.5 667.9 448 382.9 605.5 511.7 771.1 690 804.8 723.6 564.7 391.7 414.7 1074 612.9 703.7 955.5 615.9 591.6 453.2 938.7 993.3 808.9 218.7 714.1 615.6 589.6
Citratecycle(TCAcycle) 1.1.1.41 263583_at AT2G17130 978.7 979.9 1243.7 406.6 720.7 702 373.2 778.6 713.4 2242.1 649.6 619.9 737.4 443.4 1180.7 1052.2 1430.5 1199.5 1068.1 1206.7 1262.2 1313.8 586.7 683.6 1066 943.6 2883.7 3108.1 1280.8 1312.3 2059.1 1198.5 1929.9 2179.8 869.1 1437.2 1807.6 904.1 1427.1 2647.4 823.8 1589.4 1673.2 876.6 714.2 1194.4 1035.3 1205.2 993.4 954.1 890.4 1445.5 1141.9 1063.4 1863.1 917.5 897.5 722.7 835 742.5 944.9 896.2 790 921.9 722.1 1992.9 1329.8 1097 966.4 989 888.4 683.9 756.7 764.5 798 818.9 784.2 804.5 719.9 753.7 741.8 541.5 583.7 695.6 715.5 575.4 633.8 809.2 903.9 788.6 754.6 649.5 681.9 1239.1 984.4 881.9 1324.3 1330.9 1197.3 1251.4 996 824.5 925.5 1425.7 866.8 1231.2 1229.8 1270.9 1617.4 1062.5 799.6 903.5 1423.6 1129.4 754 974.5 979.1 1164.2
Citratecycle(TCAcycle) 1.2.4.2 245291_at AT4G16155 3533.2 3500.5 6050.5 1720.4 2317.8 2166.8 4379.6 3591.8 1852.1 837.2 1469.6 2748.8 760.8 3626.7 2323.6 2100.1 1434.1 1613.4 1846 1876 1400.7 1192.2 1878.5 1999.3 1953.1 1800.7 835.1 1128.1 1590.5 1417.5 664.3 2005.3 856.5 772.7 2704 795.9 709.5 2608.2 825.5 642 2464 1256.3 674.9 2307.1 2425.7 1524.1 1532.3 1754.8 2128.3 2028.2 2202.7 807.8 1666.4 1937.1 721.5 2213.2 2154.5 2934.1 2432.6 3272.8 3108.8 3937.2 2650.1 2801.3 3305.8 638.2 592.7 720.4 1199.9 2363.5 2306.6 2239.8 1751.3 2498.5 2959.9 2541.3 3027.2 2214.2 1971.1 2777.4 2818.9 2165.5 1975.4 1513.3 1387.2 2378 1327.7 2356.6 3053.8 2345.1 1984 2072.4 1682.2 2773.7 2788.1 2159.5 3203.2 2147.4 1803.4 701.7 2027 3275.4 3537.9 2964.9 725 2692.6 2489.5 1109.8 577.6 4246.3 2379.9 1439.2 666.1 1353 1011.5 1131.4 1884.3 875.6
Citratecycle(TCAcycle) 1.2.4.2 247155_at AT5G65750 516.4 648.5 4615.9 306.9 482.8 494.5 340.6 506.1 451.6 1090.5 499.3 247.8 532.1 403.4 533.9 500.1 439 378.8 376.6 563.3 639.8 831 286.3 683.8 604.4 369.2 2022 1171.9 797.5 927.1 624.5 572.8 664.2 601.3 633.4 1054.8 700 463.9 715.8 694.2 633.3 847.4 1103.4 605.8 475.4 998.2 1137.1 1262.7 1151.4 1015.4 748.4 1362 1372.8 941.5 703.5 636.9 590.2 1000.4 549.8 1024.6 615.6 939.2 966.4 776.4 463.7 368.7 91.7 217.6 380.4 745.6 831.4 846 589.6 546.4 483 507.3 541.8 654.4 843.4 537.8 466.3 643.9 413.9 982.5 907.5 868.4 536.2 456.3 368.3 496.4 450.5 421.2 550.3 503.7 520.2 549.2 459.3 642.8 554.9 822.8 582.7 361.4 417.1 412.2 824.9 584.3 812.4 778 551.6 645.7 468.9 441.4 950.4 747 379.5 686.3 542.7 827.4
Citratecycle(TCAcycle) 1.2.4.2 248088_at AT5G55070 4446.5 3290.6 6154.4 3248.6 3621.9 2355.9 3110.6 2994.7 5417.7 4083.4 2226.9 1464.2 6323.5 3145.2 4800.1 2986.8 2636.5 4380.7 3631.4 2278.8 4320.1 4375.3 1754.7 1972.3 4695.8 2893.9 8215.1 11007.9 8239.9 9173.2 2635.9 3987.3 2700.9 3217 4096.5 3398.1 3631.5 3396.9 3368 3117.4 4377 3011.9 2015.4 2075 2807.2 3137 2874.3 4399.4 3530.7 5105.9 3623.9 3245.7 3770.3 5357.2 4046.4 2354.2 1660.4 2143.6 2595 2609.2 2462.3 2238.9 2423.8 3260.6 2551 3804.9 1630.4 1807.3 1310.4 2791.8 2579.9 2811 2471.2 2466.5 1952.8 2603.1 1557.1 2286 1529.9 2080.2 2148.3 2183 2228.9 1446.7 1269 3167.8 2172 1558.2 1855.4 1399.9 1550.1 1523.2 2724.3 5428.6 3246.3 3566.6 3135.4 4576.4 2725.8 3930.2 2373.7 2644.5 5238.7 5099.4 3590.8 2409.9 3879.9 3023.8 3921.9 2515.9 3656 2124.1 3234.9 4201.9 2537.4 2400.8 4498.6 3326.3
Citratecycle(TCAcycle) 1.2.4.2 253950_at AT4G26910 1725.7 1572.6 3985.9 1817.7 2488.7 2650.8 1344.1 2054.5 2047.9 6624.4 2797.4 1543.3 4145.4 1441.4 2471.9 2884.9 2737.8 2719.3 2446.6 2892.1 3229 3677.3 2076.9 2927.1 5360.2 5168.5 10007.1 11565.8 7449.4 7046.1 3233 3456.5 3379 3625.5 2535.6 3548.2 3759.5 2671.8 3104.9 4257.4 2858.4 2865.7 4019.8 2821.9 2333.4 3888.9 3529.2 3611.5 3345.2 2975.1 2614.7 3825.8 3803.7 3120.8 3527.6 2611.5 2924 1819.7 2881.5 2751.5 2569.2 2938 2970.6 2999.5 2293.4 4675.1 2566.9 3049.2 2106.1 2101.4 2207.2 2085 1985.7 1726.6 1628.6 1911.4 1879.3 2312.1 1760 2252.7 2013.8 800.9 1275.4 934.1 1602.2 1101.2 1816.4 1509.9 1158.2 1320.8 2462.8 1550.6 3487.5 5953.2 2794.7 1596.4 2110.9 2727.5 2784.5 4789.1 2938.9 1791.9 3205.2 7857.2 2230.9 2230.1 2577.2 3532.3 6219.6 1692.2 1966.3 2147.7 5699.8 2853.2 2520.8 3715.5 2643.7 3714.5
Citratecycle(TCAcycle) 1.2.4.2 255497_at AT4G02590 889.5 858.3 601.5 545 809.1 673.9 791.8 713.4 554.2 1074.1 974.8 645.2 670.1 777.5 833.6 1078.7 931.3 990.1 755.4 869.3 1164.1 1150.8 883.7 840 775.3 649.4 663.4 740.5 803.5 973 1236.6 858.3 1078.8 1143.8 508.9 1171.3 978.9 753.6 1175.5 1272.7 921.7 1224.2 2017.4 883.5 1172.6 1214.6 1041.2 958.4 882.5 816.6 755.3 930.4 1198 935.1 1198.5 852.4 1038.5 893.1 963.4 882.3 715.6 976.3 954.2 818.3 747.7 864.4 629.2 493.7 552.8 1152 1072.9 1070.1 1193.3 1259.1 1176.3 1282.9 1316.7 1308.1 1238.4 1346.6 1290.9 915.8 977.7 1093.7 1425.5 963.7 1113.1 1227.2 905.1 1021.5 967.6 1111.4 862.3 666.3 730.5 828.6 908.4 929.6 838.8 718.7 721.9 650.1 661.5 664.9 863.3 786.1 894.1 814.7 681.3 769 703.9 805.7 709.5 1092.2 443 680 674.2 802.7
Citratecycle(TCAcycle) 1.2.4.2 257895_at AT3G16950 2842.3 3756.1 7927.4 1172.3 2781.8 706.7 1974.6 607.6 1029.7 403.4 478.7 662.3 553.5 2028.5 1701 1601.6 1357 1590.8 1555.7 1521.5 1382.2 1099.3 854.7 3130 2466.3 2252.5 357.2 644.2 1786 1552.4 1541.6 1336.3 1493.8 1526.7 1193.2 1649.4 1603.8 1446.6 1295 1562.7 1463 1060.2 1853.8 1183.1 1278.9 988 961.1 942 945 1089.9 1048.8 444.8 1275.4 1235.8 1222.9 1381.2 1649.4 1078.7 1543.6 1275.5 1397.1 906.9 1315.6 1784.4 1381.3 278.7 143.7 78.6 260.3 1966.5 1772.5 1915.7 2185.6 3386.4 3455.6 3680.1 3369.5 2403.8 2476.2 3247.9 2969.7 1025.1 1561.4 2892.1 1906 1890.7 1017.6 3415.9 1605.9 2963.1 1492.4 1625.4 680.4 1547.6 1273.7 1133.4 2472.7 1807.4 519.4 272.2 519.5 2978.8 1947.6 1452.3 402.1 2750.5 1500 682.1 123.3 3947.1 564.1 553.1 383.5 813.9 643.7 571 369.8 416.6
Citratecycle(TCAcycle) 1.2.4.2 258439_at AT3G17240 2606.4 2697.6 8348.7 1015.2 2541.5 2023.6 1554.7 1417.7 1624.4 4069.9 1627 1433 3005 1567.3 2716.2 3048.7 2773.3 2485 2615.2 3040.2 3198.4 3524.5 1350.8 2144.1 2949.4 2267.8 7538.6 8375.7 5408.5 5876.5 3509.4 3090.8 3249.6 3706.9 2344.1 3596.2 3411.5 2651.3 3138.9 4435.5 2484.1 2868.2 3190.8 2386.9 1762.4 2923.8 2932.2 3541.5 2756.8 2725.3 2736.2 2304.3 3281.8 3234.8 3505 2418.2 1999.9 2323.7 2445.2 2121.9 2750.9 2267.5 2125.9 2684.6 2635.9 1418.8 409.5 573.9 1151.6 2711.3 3089.8 2577.9 2081 2079.7 1898.5 2263.7 2108.5 2253.6 2749.3 1925.5 2116.3 1809.5 2072.7 1866.5 2657.4 2320.3 2582.2 1744.6 1660.8 1745.9 2430.2 1951.7 1735.2 4123.7 2593.2 2744.9 2942.4 4613.6 2294.7 2494.3 2212.4 2852.6 3124.8 4082.3 2425 2926.4 4031.9 2415.6 3217 2683.1 2340.9 2337.8 2400.4 3331.9 2078.8 2596 3898.6 2986.3
Citratecycle(TCAcycle) 1.2.4.2 260730_at AT1G48030 11879.2 10902.4 10489.4 14890.1 10558.4 17679.6 13631.6 21800.3 18784.5 13390.8 16902.5 18627.3 12186.1 15191.9 11841.2 11024.1 11616.5 11643.9 10701.3 9806.9 9592.8 8855.7 18708.2 9435.6 8085.9 9959.7 11218.1 13626.8 11900.8 10719 6611 15559.2 6445.5 6080.8 14893.8 6334.2 7187.2 15727.4 7908.6 6662.4 18829.2 11727.8 5365 15706.2 14940.6 12797 14515.9 13882 12738.6 11860.2 12735.3 7362.1 10415.8 11652.9 8580.3 14165.7 10094.1 14564.6 13529.3 13008.5 16454.4 20037.1 10973.6 17971.4 21586 8995.8 10150.2 9914.5 14715.5 16695 15428.9 15787.8 15225.3 12938.5 13379 11791.4 12483.3 12960 11822.2 13129 12955.7 14410.4 14397.2 10876.3 9836.2 11375.7 8810.6 15024.5 16773.9 12583.6 10376.4 13409.3 12356.9 13717.1 17406.6 11834.5 15275 11154.4 18472 13363.9 16936.4 14973.3 18220.4 12030.1 12739.8 15178.3 11379.4 12527.5 13497.9 15710.1 17848.5 17522.8 9878.2 10739.2 27622.7 11242.4 21821.9 14594.8
Citratecycle(TCAcycle) 1.2.4.2 262650_at AT1G14090 73.3 82.3 122.3 84.9 97.1 148 95.7 71.2 56.6 123.8 144.6 136.3 125.9 83.8 98 61.4 45.3 44.2 142.3 89.9 78.5 90.5 94.3 81.5 167.5 84.1 73 91.2 102 70.3 57.8 21.6 109.9 52.8 147.5 160.5 115.1 143.9 32.1 72.1 96.2 225.9 116.9 82.7 125.5 63.3 94.6 106.4 166 81.4 81.6 351 206.4 230.7 134.3 91.1 170.3 106.5 76 83.1 19.5 98.4 107.5 75.6 134.8 33.4 67.5 57.1 63.2 138.8 136.9 122.6 100.5 173.3 108.1 83.3 127.7 79 67.8 111.8 145.9 151.3 109 69.1 226.3 122.8 212.8 80.4 152.4 63.1 82.3 133.6 142.7 151.3 51.9 18.7 52.5 120.8 62.9 64.2 34.8 106.5 91.3 133.1 106.8 35.8 117.1 110.7 90.8 50.3 109.7 74.9 172.9 94.7 21.5 85.1 87.7 87.6
Citratecycle(TCAcycle) 1.3.5.1 247060_at AT5G66760 3966.3 4095.4 7006.7 1588.7 3798 1912.8 2164.1 1752.7 1510.2 3256.6 1448.8 1828.9 1627.5 2201.8 3594.7 3483 3018.8 3130.1 3044.8 3065 3109.7 3733.3 1283.8 1157.5 1936.3 1473.2 12698.3 10846.6 7203.9 6159 2687.6 3905.5 2277.8 2161.5 3820.8 3436.7 2346.8 3380.5 4874.5 3178.6 3657.8 5954 1792.3 2431 2441.9 4841.1 4418.6 6617 4101.4 4235.8 2524.8 2809.2 4458.8 4544.6 5125.4 2440.1 2082.1 1875.1 2388.8 1915.9 2810.8 1718.4 2033.3 2313.7 2023.7 1215.4 615.1 517.7 871.1 5553.2 6093 6185.5 6067.5 4330.7 4075.8 4718 4751.4 6530.1 6114.3 4918.1 5049.5 4141.9 4399 4428.2 5335.7 6788.6 7788.1 3425.9 3851.6 2673 6112.4 4470.8 1695.6 5199.1 4236.5 2567.4 2652.2 10086.7 1981.5 2566.6 1773.4 3434.9 5637.5 5281.9 3489.9 3171 12001.9 2181.4 3204.6 3398.8 2575.6 2510.5 2939.6 3669 2168.6 2336.5 4193.3 2403.3
Citratecycle(TCAcycle) 1.3.5.1 249343_at AT5G40650 1515.7 1477.2 2543.4 1580.3 1565.2 1240.3 1563.9 920.6 1353.4 945.4 1063.7 965.2 1459.4 946 1829.9 1898.5 2002.5 1785.8 1741.6 1839.9 1762.6 1707.4 989 1356.6 1753.1 1535.4 3052.1 4417.7 2134.6 2338.5 1534.8 2178.3 1712.5 1702.9 2194.3 1762.3 1682.5 2082.1 1932.7 1873.8 2068.2 1777.6 1333.3 1847.7 1541.1 2195.9 2131 2838.8 2036.4 2284.1 1936.4 1863.4 2363.6 2086.6 1937 1610 1566.2 1486.3 1330.4 1374 1727.8 1712 1409.4 1362.5 1401.5 2765.2 2807 1858.7 1835.8 1497 1462.5 1484.4 1464.1 1688 1468.9 1531.4 1372.6 1812.6 2069.9 1528.6 1605.2 1534.2 1479.4 1427.2 1858.4 1522.1 2325.9 1790.7 1711.1 1925.6 2001.7 2351.6 1179.3 1848.9 1703.6 1561.9 1855.9 2186.9 1149.5 1058.5 1140.8 1738.9 1682.3 1852 929.8 1151.9 1961.7 1255 1077.8 1684.8 1349.1 1109.8 879.2 1157.8 1120.8 1219.5 1218.3 1065.3
Citratecycle(TCAcycle) 1.3.5.1 253470_s_at AT4G32210 5049.6 5538.9 6707 4899.1 5295.1 4659.7 4832.2 4500 6202.3 5885.9 4414.6 4594.7 8903.7 4785.2 5486.3 5370.2 4783.5 5036.4 5177.3 5347.3 4690.7 5871.2 3791.6 4024.3 3950 4446.9 8895.8 12938.3 7588 8703.8 7373.8 5859.5 8066.6 6862 5668.6 7797.4 7289.8 6299.4 7111.8 8529.7 5644 5643 6685.5 5662.8 3814.9 6730 6549 6785.4 6276.2 5717.5 5681.6 4708.8 6380.7 5786.5 7527 6032.4 5349.1 6726.1 5991.6 6356.7 5573.3 6895.7 6205.3 5477 5537.5 8832.9 9972.9 7189 6461.1 5048.2 5305.8 4517 4783.7 3912.7 4666.4 5152 3992.9 5754.7 5978.7 4314.5 5158 5165.5 4510.2 4377.2 5370.7 4480.7 5733.9 6797.1 5115.8 5922.7 5957.5 5946 3664.6 4251.1 4170.3 4256.7 3864.2 5897.3 3516.1 6878.2 4405.5 4859.3 4847.3 4801.1 5417.5 4450.8 5871.3 4609.1 6887.8 3692.6 5638.7 4388.8 4780.6 5466.2 5390.1 4849.8 6912.1 4971.7
